Age,Agency_Code,Type,Claimed,Commision,Channel,Duration,Sales,Product Name,Destination
36,EPX,Travel Agency,No,0,Online,278,38,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,30,29,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,25,11,Customised Plan,ASIA
49,C2B,Airlines,Yes,97.34,Online,364,389.35,Gold Plan,ASIA
30,JZI,Airlines,No,7.7,Online,32,22,Bronze Plan,ASIA
38,C2B,Airlines,Yes,63.21,Online,386,252.85,Silver Plan,ASIA
60,JZI,Airlines,Yes,14,Online,29,40,Bronze Plan,ASIA
26,C2B,Airlines,No,3.38,Online,32,13.5,Bronze Plan,ASIA
39,EPX,Travel Agency,No,0,Online,11,69,Cancellation Plan,ASIA
42,CWT,Travel Agency,No,132.99,Online,434,204.6,Gold Plan,ASIA
44,EPX,Travel Agency,No,0,Online,19,10,Cancellation Plan,ASIA
36,C2B,Airlines,Yes,54,Online,369,216,Silver Plan,ASIA
31,CWT,Travel Agency,No,11.88,Online,6,19.8,Customised Plan,ASIA
34,EPX,Travel Agency,No,0,Online,8,20,Customised Plan,ASIA
57,C2B,Airlines,No,8.38,Online,30,33.5,Bronze Plan,ASIA
31,CWT,Travel Agency,Yes,29.7,Online,61,49.5,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,4,13,Cancellation Plan,ASIA
40,CWT,Travel Agency,No,29.7,Online,7,49.5,Customised Plan,Americas
36,EPX,Travel Agency,Yes,0,Online,82,57,Cancellation Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,65,192,Customised Plan,ASIA
25,C2B,Airlines,No,12.4,Online,2,31,Bronze Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,95,23,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,61,20,Cancellation Plan,ASIA
49,EPX,Travel Agency,No,0,Online,2,10,Cancellation Plan,ASIA
28,CWT,Travel Agency,Yes,149.37,Online,367,229.8,Silver Plan,Americas
27,EPX,Travel Agency,No,0,Online,10,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,56,112,Customised Plan,ASIA
72,CWT,Travel Agency,No,17.82,Online,42,29.7,Customised Plan,ASIA
59,C2B,Airlines,No,6.75,Online,11,27,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,5,10,Cancellation Plan,ASIA
34,C2B,Airlines,Yes,12.13,Online,15,48.5,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,212,80,Cancellation Plan,EUROPE
36,EPX,Travel Agency,Yes,0,Online,12,32,Customised Plan,ASIA
31,C2B,Airlines,Yes,63.21,Online,380,252.85,Silver Plan,ASIA
34,CWT,Travel Agency,No,166.53,Online,421,256.2,Gold Plan,Americas
68,EPX,Travel Agency,No,0,Online,109,13,Cancellation Plan,ASIA
36,CWT,Travel Agency,No,5.94,Online,3,9.9,Customised Plan,ASIA
48,CWT,Travel Agency,No,29.7,Online,58,152,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,52,20,Customised Plan,ASIA
73,CWT,Travel Agency,No,9.57,Offline,226,29,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,22,31,Customised Plan,ASIA
28,EPX,Travel Agency,No,0,Online,123,16,Cancellation Plan,Americas
26,CWT,Travel Agency,No,41.58,Online,50,69.3,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,3,20,Customised Plan,ASIA
32,EPX,Travel Agency,No,0,Online,387,16,Cancellation Plan,ASIA
31,CWT,Travel Agency,No,41.58,Online,11,0,Customised Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,107,21.87,Customised Plan,EUROPE
48,C2B,Airlines,No,3.75,Online,2,15,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,1,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,97,10,Cancellation Plan,ASIA
35,JZI,Airlines,No,12.95,Online,33,37,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,69,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,60,163,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,388,20,Customised Plan,ASIA
32,C2B,Airlines,Yes,63.21,Online,368,252.85,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,25,22,Customised Plan,ASIA
47,EPX,Travel Agency,No,0,Online,10,22,Customised Plan,Americas
50,EPX,Travel Agency,No,0,Online,2,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,29,23,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,39,51,Cancellation Plan,EUROPE
30,EPX,Travel Agency,No,0,Online,1,19,Cancellation Plan,Americas
36,EPX,Travel Agency,No,0,Online,45,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,27,68,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,62,31,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,28,61,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,77,34,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,42,10,Cancellation Plan,ASIA
54,CWT,Travel Agency,No,23.76,Online,5,39.6,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,62,20,Cancellation Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,27,22,Customised Plan,ASIA
26,C2B,Airlines,No,54,Online,383,216,Silver Plan,ASIA
46,JZI,Airlines,No,7.7,Online,101,22,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,5,80,Cancellation Plan,EUROPE
37,C2B,Airlines,Yes,7.38,Online,14,29.5,Silver Plan,ASIA
52,JZI,Airlines,No,12.25,Online,12,35,Bronze Plan,ASIA
43,JZI,Airlines,No,10.5,Online,14,30,Bronze Plan,ASIA
52,C2B,Airlines,Yes,63.21,Online,365,252.85,Silver Plan,ASIA
44,CWT,Travel Agency,No,11.88,Online,4,19.8,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,36,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,21,22,Cancellation Plan,ASIA
38,EPX,Travel Agency,No,0,Online,16,25,Customised Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,29,35,Customised Plan,ASIA
48,C2B,Airlines,No,5.63,Online,10,22.5,Silver Plan,ASIA
22,C2B,Airlines,Yes,9.13,Online,9,36.5,Gold Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,36,68,Customised Plan,ASIA
70,CWT,Travel Agency,No,9.57,Offline,56,29,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,3,20,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,16,30,Customised Plan,ASIA
21,JZI,Airlines,No,7.7,Online,18,22,Bronze Plan,ASIA
28,EPX,Travel Agency,No,0,Online,3,10,Cancellation Plan,ASIA
35,EPX,Travel Agency,No,0,Online,9,20,Customised Plan,ASIA
36,C2B,Airlines,Yes,15.88,Online,53,63.5,Silver Plan,ASIA
53,CWT,Travel Agency,No,17.82,Online,8,29.7,Customised Plan,ASIA
26,CWT,Travel Agency,Yes,29.7,Online,35,49.5,Customised Plan,Americas
37,C2B,Airlines,No,21.13,Online,39,84.5,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,163,13,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,163,20,Customised Plan,ASIA
51,C2B,Airlines,Yes,8.38,Online,6,33.5,Gold Plan,ASIA
36,EPX,Travel Agency,No,0,Online,17,29,Customised Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,80,41,Customised Plan,ASIA
51,EPX,Travel Agency,No,0,Online,71,13,Cancellation Plan,ASIA
43,C2B,Airlines,Yes,6.94,Online,6,27.75,Silver Plan,ASIA
27,CWT,Travel Agency,No,17.82,Online,56,29.7,Customised Plan,ASIA
47,CWT,Travel Agency,No,23.76,Online,7,39.6,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,34,10,Cancellation Plan,ASIA
37,C2B,Airlines,No,5.25,Online,3,21,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,66,34,Customised Plan,ASIA
60,JZI,Airlines,No,9.1,Online,48,26,Bronze Plan,ASIA
42,C2B,Airlines,Yes,63.21,Online,380,252.85,Silver Plan,ASIA
22,C2B,Airlines,No,16.75,Online,30,67,Silver Plan,ASIA
44,C2B,Airlines,Yes,3.75,Online,3,15,Silver Plan,ASIA
35,C2B,Airlines,No,15.6,Online,22,39,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,3,29,Cancellation Plan,ASIA
31,CWT,Travel Agency,No,35.64,Online,26,59.4,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,19,15,Cancellation Plan,ASIA
42,JZI,Airlines,No,10.5,Online,54,30,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,14,33,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,8,80,Cancellation Plan,ASIA
36,CWT,Travel Agency,No,47.52,Online,13,0,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,42,20,Cancellation Plan,ASIA
27,C2B,Airlines,Yes,6.63,Online,25,26.5,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,100,35,Customised Plan,ASIA
31,CWT,Travel Agency,No,29.7,Online,4,49.5,Customised Plan,Americas
30,EPX,Travel Agency,No,0,Online,39,27,Customised Plan,ASIA
39,EPX,Travel Agency,No,30,Online,23,205.6,Cancellation Plan,ASIA
52,JZI,Airlines,No,7.7,Online,3,22,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,1,20,Customised Plan,ASIA
40,CWT,Travel Agency,No,5.94,Online,54,9.9,Customised Plan,EUROPE
34,C2B,Airlines,Yes,12.38,Online,21,49.5,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,50,98,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,48,151,Customised Plan,ASIA
32,C2B,Airlines,Yes,5.63,Online,9,22.5,Silver Plan,ASIA
49,JZI,Airlines,No,10.5,Online,57,30,Bronze Plan,ASIA
25,C2B,Airlines,No,6.75,Online,14,27,Bronze Plan,ASIA
38,C2B,Airlines,Yes,11.75,Online,13,47,Bronze Plan,ASIA
59,C2B,Airlines,No,6.94,Online,6,27.75,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,4,14,Cancellation Plan,ASIA
35,C2B,Airlines,Yes,4.39,Online,5,17.55,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,40,60,Customised Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,80,62,Customised Plan,EUROPE
39,JZI,Airlines,No,12.25,Online,14,35,Bronze Plan,ASIA
35,EPX,Travel Agency,No,0,Online,54,30,Customised Plan,ASIA
32,EPX,Travel Agency,No,0,Online,67,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,171,112,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,85,35,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,2,186,Cancellation Plan,ASIA
26,C2B,Airlines,Yes,6.88,Online,5,27.5,Gold Plan,ASIA
25,JZI,Airlines,No,7.7,Online,4,35,Bronze Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,156,26,Customised Plan,ASIA
31,C2B,Airlines,Yes,18,Online,19,72,Silver Plan,ASIA
45,C2B,Airlines,Yes,10.89,Online,10,43.55,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,59,22,Customised Plan,ASIA
52,EPX,Travel Agency,Yes,0,Online,39,10,Cancellation Plan,ASIA
28,C2B,Airlines,Yes,32,Online,364,207.6,Silver Plan,ASIA
25,CWT,Travel Agency,No,17.23,Online,7,26.5,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,34,11,Cancellation Plan,Americas
23,C2B,Airlines,No,7.47,Online,39,29.9,Bronze Plan,ASIA
32,CWT,Travel Agency,No,77.22,Online,19,128.7,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,11,19,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,14,21,Customised Plan,ASIA
32,CWT,Travel Agency,Yes,41.58,Online,18,69.3,Customised Plan,Americas
35,C2B,Airlines,Yes,8.38,Online,115,33.5,Bronze Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,44,69,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,38,35,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,12,78,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,34,24,Cancellation Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,20,46,Customised Plan,ASIA
23,EPX,Travel Agency,No,0,Online,6,35,Cancellation Plan,Americas
64,EPX,Travel Agency,Yes,0,Online,65,109,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,71,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,Yes,27,Online,66,35,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,309,12,Cancellation Plan,ASIA
45,EPX,Travel Agency,No,0,Online,12,10,Cancellation Plan,ASIA
49,CWT,Travel Agency,Yes,9.57,Offline,18,29,Customised Plan,ASIA
54,CWT,Travel Agency,No,11.88,Online,35,25,Customised Plan,ASIA
61,C2B,Airlines,Yes,9.75,Online,28,39,Silver Plan,ASIA
53,JZI,Airlines,Yes,12.25,Online,46,35,Bronze Plan,ASIA
65,EPX,Travel Agency,No,0,Online,1,10,Cancellation Plan,ASIA
33,CWT,Travel Agency,No,77.22,Online,19,128.7,Customised Plan,Americas
52,CWT,Travel Agency,No,59.4,Online,280,99,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,1,12,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,4,38,Cancellation Plan,ASIA
24,C2B,Airlines,Yes,3.38,Online,5,13.5,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,92,24,Customised Plan,ASIA
21,C2B,Airlines,Yes,4,Online,17,16,Bronze Plan,ASIA
29,EPX,Travel Agency,Yes,0,Online,80,103,Customised Plan,Americas
25,C2B,Airlines,Yes,54,Online,368,216,Silver Plan,ASIA
26,C2B,Airlines,Yes,18.13,Online,40,72.5,Bronze Plan,ASIA
31,CWT,Travel Agency,No,11.88,Online,4,19.8,Customised Plan,ASIA
40,JZI,Airlines,Yes,21.35,Online,88,61,Bronze Plan,EUROPE
36,EPX,Travel Agency,Yes,0,Online,26,50,Customised Plan,ASIA
27,C2B,Airlines,Yes,9.75,Online,58,39,Bronze Plan,ASIA
54,CWT,Travel Agency,Yes,27.3,Online,15,42,Gold Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,14,31,Cancellation Plan,ASIA
36,C2B,Airlines,No,4.63,Online,11,18.5,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,70,112,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,30,10,Cancellation Plan,ASIA
31,CWT,Travel Agency,No,53.46,Online,37,89.1,Customised Plan,Americas
26,EPX,Travel Agency,Yes,0,Online,21,12,Cancellation Plan,ASIA
28,C2B,Airlines,Yes,8.63,Online,149,34.5,Bronze Plan,ASIA
26,JZI,Airlines,No,6.3,Online,2,18,Bronze Plan,ASIA
47,C2B,Airlines,No,5.06,Online,21,20.25,Bronze Plan,ASIA
32,C2B,Airlines,Yes,4,Online,20,16,Bronze Plan,ASIA
31,C2B,Airlines,No,58.35,Online,380,233.4,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,6,21,Customised Plan,ASIA
76,CWT,Travel Agency,Yes,17.23,Online,22,26.5,Silver Plan,ASIA
29,CWT,Travel Agency,Yes,23.76,Online,19,39.6,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,110,0,Cancellation Plan,ASIA
65,JZI,Airlines,No,20.3,Online,15,58,Bronze Plan,ASIA
32,C2B,Airlines,No,8.13,Online,6,32.5,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,18,53,Cancellation Plan,Americas
45,JZI,Airlines,No,11.55,Online,11,33,Bronze Plan,ASIA
53,CWT,Travel Agency,No,53.46,Online,68,89.1,Customised Plan,Americas
36,EPX,Travel Agency,Yes,0,Online,11,69,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,98,20,Customised Plan,ASIA
30,CWT,Travel Agency,Yes,210.21,Online,417,323.4,Gold Plan,Americas
36,EPX,Travel Agency,No,0,Online,16,28,Customised Plan,ASIA
39,CWT,Travel Agency,Yes,23.76,Online,131,39.6,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,12,67,Cancellation Plan,EUROPE
51,C2B,Airlines,Yes,19.13,Online,14,76.5,Gold Plan,ASIA
20,EPX,Travel Agency,No,0,Online,18,10,Cancellation Plan,ASIA
30,C2B,Airlines,Yes,7.38,Online,16,29.5,Silver Plan,ASIA
32,C2B,Airlines,Yes,63.21,Online,365,252.85,Silver Plan,ASIA
53,CWT,Travel Agency,No,23.76,Online,74,39.6,Customised Plan,Americas
38,JZI,Airlines,No,16.45,Online,28,47,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,4,26,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,177,128,Cancellation Plan,ASIA
66,EPX,Travel Agency,No,0,Online,18,18,Cancellation Plan,ASIA
36,C2B,Airlines,No,7.25,Online,6,29,Silver Plan,ASIA
33,JZI,Airlines,No,24,Online,2,18,Bronze Plan,ASIA
47,EPX,Travel Agency,No,0,Online,34,88,Customised Plan,Americas
27,CWT,Travel Agency,Yes,17.82,Online,16,29.7,Customised Plan,ASIA
26,C2B,Airlines,No,12.4,Online,25,31,Bronze Plan,ASIA
52,EPX,Travel Agency,No,0,Online,78,112,Customised Plan,Americas
31,CWT,Travel Agency,Yes,65.34,Online,86,108.9,Customised Plan,Americas
38,JZI,Airlines,No,6.3,Online,31,18,Bronze Plan,ASIA
54,C2B,Airlines,No,15.6,Online,6,39,Bronze Plan,ASIA
38,CWT,Travel Agency,No,17.82,Online,4,0,Customised Plan,ASIA
56,C2B,Airlines,Yes,5.63,Online,6,22.5,Silver Plan,ASIA
39,EPX,Travel Agency,No,0,Online,22,12,Cancellation Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,39,58,Customised Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,27,13,Cancellation Plan,ASIA
50,C2B,Airlines,Yes,20.38,Online,56,81.5,Silver Plan,ASIA
31,C2B,Airlines,Yes,8.38,Online,17,33.5,Silver Plan,ASIA
30,JZI,Airlines,No,7.7,Online,4,22,Bronze Plan,ASIA
30,C2B,Airlines,Yes,17.38,Online,22,69.5,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,82,67,Customised Plan,ASIA
31,C2B,Airlines,Yes,15.88,Online,20,63.5,Silver Plan,ASIA
50,C2B,Airlines,Yes,8.38,Online,6,33.5,Gold Plan,ASIA
36,EPX,Travel Agency,No,0,Online,10,20,Customised Plan,ASIA
44,EPX,Travel Agency,No,0,Online,27,48,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,35,15,Cancellation Plan,ASIA
62,JZI,Airlines,No,9.1,Online,195,26,Bronze Plan,ASIA
48,C2B,Airlines,Yes,2,Online,2,7.15,Customised Plan,ASIA
28,C2B,Airlines,Yes,6.63,Online,17,26.5,Bronze Plan,ASIA
38,C2B,Airlines,Yes,5.25,Online,10,21,Bronze Plan,ASIA
22,EPX,Travel Agency,No,0,Offline,120,1,Customised Plan,ASIA
29,C2B,Airlines,No,12.4,Online,22,31,Bronze Plan,ASIA
26,JZI,Airlines,No,9.1,Online,58,26,Bronze Plan,ASIA
27,C2B,Airlines,Yes,15.88,Online,15,63.5,Silver Plan,ASIA
60,C2B,Airlines,Yes,3.38,Online,6,13.5,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,22,21,Cancellation Plan,EUROPE
22,C2B,Airlines,Yes,84.13,Online,197,336.5,Bronze Plan,ASIA
38,C2B,Airlines,Yes,5.25,Online,67,21,Bronze Plan,ASIA
23,C2B,Airlines,Yes,15.5,Online,58,62,Bronze Plan,ASIA
41,C2B,Airlines,Yes,97.25,Online,368,389,Silver Plan,ASIA
28,C2B,Airlines,Yes,25,Online,9,18.5,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,77,28,Cancellation Plan,ASIA
47,CWT,Travel Agency,No,65.34,Online,42,108.9,Customised Plan,Americas
58,EPX,Travel Agency,No,0,Online,41,32,Customised Plan,Americas
36,EPX,Travel Agency,No,0,Online,41,24,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,49,94,Customised Plan,EUROPE
25,C2B,Airlines,No,12.4,Online,23,31,Bronze Plan,ASIA
38,JZI,Airlines,No,10.5,Online,34,30,Bronze Plan,ASIA
46,C2B,Airlines,Yes,63.38,Online,93,253.5,Silver Plan,ASIA
56,CWT,Travel Agency,No,65.34,Online,33,108.9,Customised Plan,EUROPE
49,JZI,Airlines,Yes,11.55,Online,7,33,Bronze Plan,ASIA
28,EPX,Travel Agency,No,0,Online,10,30,Cancellation Plan,ASIA
38,CWT,Travel Agency,No,41.58,Online,57,69.3,Customised Plan,Americas
24,C2B,Airlines,No,8.63,Online,15,34.5,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,47,63,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,14,27,Customised Plan,ASIA
27,C2B,Airlines,Yes,43.06,Online,104,172.25,Silver Plan,ASIA
46,CWT,Travel Agency,No,47.52,Online,11,79.2,Customised Plan,Americas
29,C2B,Airlines,No,4.8,Online,6,19.2,Bronze Plan,ASIA
54,C2B,Airlines,No,75.25,Online,365,301,Silver Plan,ASIA
53,JZI,Airlines,No,12.25,Online,15,35,Bronze Plan,ASIA
38,C2B,Airlines,No,45.5,Online,19,182,Gold Plan,ASIA
25,C2B,Airlines,No,9.75,Online,142,39,Bronze Plan,ASIA
29,C2B,Airlines,Yes,4,Online,5,16,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,36,10,Cancellation Plan,ASIA
52,C2B,Airlines,Yes,7.38,Online,10,29.5,Silver Plan,ASIA
36,C2B,Airlines,Yes,63.21,Online,374,252.85,Silver Plan,ASIA
35,EPX,Travel Agency,Yes,0,Online,27,21,Customised Plan,ASIA
35,EPX,Travel Agency,No,0,Online,2,10,Cancellation Plan,ASIA
33,C2B,Airlines,No,17.71,Online,21,70.85,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,27,46,Customised Plan,ASIA
46,C2B,Airlines,Yes,83.25,Online,364,333,Gold Plan,ASIA
36,EPX,Travel Agency,No,0,Online,65,112,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,6,16,Cancellation Plan,EUROPE
36,EPX,Travel Agency,Yes,0,Online,15,20,Customised Plan,ASIA
30,C2B,Airlines,Yes,13.25,Online,16,53,Bronze Plan,ASIA
39,EPX,Travel Agency,No,0,Online,45,11,Cancellation Plan,ASIA
46,C2B,Airlines,No,6,Online,7,15,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,19,50,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,31,17,Cancellation Plan,ASIA
50,EPX,Travel Agency,No,0,Online,21,10,Cancellation Plan,ASIA
39,C2B,Airlines,Yes,54,Online,365,207,Silver Plan,ASIA
36,C2B,Airlines,Yes,8.88,Online,8,35.5,Silver Plan,ASIA
34,CWT,Travel Agency,Yes,49.73,Online,31,76.5,Gold Plan,EUROPE
41,C2B,Airlines,Yes,6.3,Online,10,25.2,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,37,13,Cancellation Plan,ASIA
42,C2B,Airlines,Yes,29.13,Online,41,116.5,Silver Plan,ASIA
31,C2B,Airlines,Yes,63.21,Online,364,252.85,Silver Plan,ASIA
67,EPX,Travel Agency,No,0,Online,12,10,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,13,39,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,14,10,Cancellation Plan,ASIA
33,C2B,Airlines,Yes,12.25,Online,26,49,Gold Plan,ASIA
36,EPX,Travel Agency,No,0,Online,2,20,Customised Plan,ASIA
49,JZI,Airlines,No,15.75,Online,189,45,Bronze Plan,Americas
30,C2B,Airlines,Yes,63.21,Online,364,252.85,Silver Plan,ASIA
35,C2B,Airlines,Yes,3.75,Online,5,15,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,70,46,Cancellation Plan,ASIA
67,C2B,Airlines,Yes,20.25,Online,46,81,Bronze Plan,ASIA
74,C2B,Airlines,No,50.25,Online,377,201,Silver Plan,ASIA
29,CWT,Travel Agency,No,5.94,Online,27,0,Customised Plan,Americas
37,CWT,Travel Agency,Yes,149.37,Online,373,229.8,Silver Plan,Americas
36,EPX,Travel Agency,No,0,Online,38,29,Cancellation Plan,ASIA
28,C2B,Airlines,Yes,18,Online,112,72,Silver Plan,ASIA
36,JZI,Airlines,No,15.4,Online,222,44,Bronze Plan,ASIA
26,C2B,Airlines,Yes,10.25,Online,10,41,Silver Plan,ASIA
69,C2B,Airlines,Yes,64.8,Online,368,259.2,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,111,53,Cancellation Plan,ASIA
50,CWT,Travel Agency,Yes,35.64,Online,21,59.4,Customised Plan,Americas
32,EPX,Travel Agency,No,0,Online,4,10,Cancellation Plan,ASIA
30,C2B,Airlines,Yes,7.38,Online,11,29.5,Silver Plan,ASIA
64,CWT,Travel Agency,No,41.58,Online,32,69.3,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,6,44,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,4,13,Cancellation Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,38,64,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,51,23,Customised Plan,ASIA
36,EPX,Travel Agency,Yes,0,Online,56,145,Customised Plan,EUROPE
55,CWT,Travel Agency,Yes,17.82,Online,89,29.7,Customised Plan,EUROPE
36,EPX,Travel Agency,No,0,Online,81,28,Customised Plan,ASIA
58,CWT,Travel Agency,Yes,47.52,Online,51,79.2,Customised Plan,EUROPE
60,C2B,Airlines,Yes,83.25,Online,388,333,Gold Plan,ASIA
31,CWT,Travel Agency,Yes,29.7,Online,10,49.5,Customised Plan,ASIA
29,EPX,Travel Agency,No,0,Online,25,20,Customised Plan,ASIA
48,JZI,Airlines,No,6.3,Online,4,18,Bronze Plan,ASIA
48,C2B,Airlines,No,2.64,Online,24,7.55,Customised Plan,ASIA
36,EPX,Travel Agency,No,0,Online,14,28,Cancellation Plan,ASIA
36,EPX,Travel Agency,No,0,Online,7,44,Customised Plan,ASIA
26,CWT,Travel Agency,Yes,41.58,Online,10,69.3,Customised Plan,Americas
34,C2B,Airlines,No,11.75,Online,29,47,Bronze Plan,ASIA
56,C2B,Airlines,Yes,18,Online,60,72,Silver Plan,ASIA
26,C2B,Airlines,No,46.25,Online,154,185,Bronze Plan,ASIA
36,EPX,Travel Agency,No,0,Online,28,0,Cancellation Plan,ASIA
41,JZI,Airlines,No,6.3,Online,8,18,Bronze Plan,ASIA
31,CWT,Travel Agency,No,5.94,Online,4,0,Customised Plan,Americas
40,EPX,Travel Agency,No,0,Online,63,112,Customised Plan,Americas
31,C2B,Airlines,Yes,54,Online,364,216,Silver Plan,ASIA
36,EPX,Travel Agency,No,0,Online,5,20,Customised Plan,ASIA
26,C2B,Airlines,No,18,Online,41,72,Bronze Plan,ASIA
61,JZI,Airlines,No,11.55,Online,13,168,Bronze Plan,ASIA
35,EPX,Travel Agency,No,0,Online,47,52,Customised Plan,ASIA
32,EPX,Travel Agency,Yes,0,Online,28,10,Cancellation Plan,ASIA
