ID,delinquent,Sdelinquent,term,gender,purpose,home_ownership,age,FICO
8703,No,0,36 months,Male,Car,Mortgage,20-25,300-500
8704,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
8705,Yes,1,36 months,Female,Car,Rent,20-25,>500
8706,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
8707,No,0,36 months,Female,Personal,Mortgage,20-25,>500
8708,Yes,1,36 months,Female,House,Rent,>25,300-500
8709,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
8710,Yes,1,36 months,Female,Wedding,Rent,>25,300-500
8711,Yes,1,36 months,Female,House,Rent,>25,300-500
8712,No,0,36 months,Female,House,Rent,>25,>500
8713,Yes,1,36 months,Male,Other,Rent,>25,>500
8714,No,0,36 months,Female,Personal,Rent,20-25,>500
8715,Yes,1,36 months,Male,House,Rent,20-25,300-500
8716,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
8717,No,0,60 months,Male,House,Own,>25,>500
8718,Yes,1,36 months,Male,Car,Rent,>25,>500
8719,No,0,36 months,Female,Personal,Mortgage,20-25,>500
8720,Yes,1,36 months,Male,Other,Rent,20-25,300-500
8721,Yes,1,36 months,Female,House,Own,20-25,300-500
8722,Yes,1,36 months,Female,Car,Own,>25,300-500
8723,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
8724,Yes,1,36 months,Female,House,Rent,>25,300-500
8725,No,0,36 months,Female,Other,Rent,>25,>500
8726,Yes,1,36 months,Female,Car,Rent,>25,300-500
8727,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
8728,Yes,1,36 months,Male,Car,Rent,>25,>500
8729,Yes,1,36 months,Male,Car,Own,>25,>500
8730,No,0,36 months,Male,House,Rent,20-25,300-500
8731,Yes,1,36 months,Female,House,Mortgage,>25,300-500
8732,Yes,1,36 months,Male,House,Rent,20-25,300-500
8733,Yes,1,36 months,Male,Car,Own,20-25,300-500
8734,Yes,1,36 months,Female,House,Mortgage,20-25,>500
8735,Yes,1,36 months,Female,House,Mortgage,>25,300-500
8736,No,0,60 months,Male,House,Mortgage,>25,300-500
8737,No,0,36 months,Male,House,Rent,20-25,300-500
8738,No,0,60 months,Male,House,Mortgage,>25,>500
8739,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
8740,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
8741,No,0,36 months,Male,House,Rent,20-25,300-500
8742,No,0,36 months,Female,House,Rent,20-25,>500
8743,Yes,1,36 months,Female,House,Mortgage,>25,>500
8744,Yes,1,36 months,Female,House,Rent,>25,300-500
8745,No,0,36 months,Female,Car,Mortgage,20-25,>500
8746,Yes,1,36 months,Male,Other,Mortgage,20-25,300-500
8747,Yes,1,36 months,Female,House,Own,20-25,300-500
8748,Yes,1,36 months,Female,House,Rent,20-25,300-500
8749,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
8750,No,0,36 months,Female,Car,Mortgage,>25,>500
8751,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
8752,Yes,1,36 months,Male,Personal,Mortgage,>25,>500
8753,Yes,1,36 months,Male,Car,Rent,>25,>500
8754,No,0,36 months,Female,Personal,Mortgage,20-25,>500
8755,Yes,1,36 months,Female,Car,Mortgage,20-25,>500
8756,Yes,1,36 months,Female,Car,Mortgage,>25,>500
8757,No,0,36 months,Male,Personal,Rent,>25,>500
8758,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
8759,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
8760,Yes,1,36 months,Female,House,Mortgage,>25,>500
8761,Yes,1,60 months,Male,Car,Mortgage,20-25,>500
8762,Yes,1,36 months,Female,Car,Rent,>25,300-500
8763,Yes,1,36 months,Male,House,Rent,>25,>500
8764,No,0,36 months,Male,House,Mortgage,20-25,>500
8765,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
8766,No,0,36 months,Male,Wedding,Rent,20-25,300-500
8767,No,0,36 months,Female,Car,Rent,>25,>500
8768,Yes,1,36 months,Male,Personal,Mortgage,>25,>500
8769,Yes,1,36 months,Male,House,Mortgage,>25,>500
8770,Yes,1,36 months,Female,House,Rent,>25,300-500
8771,Yes,1,36 months,Female,Car,Rent,>25,300-500
8772,Yes,1,36 months,Female,House,Mortgage,>25,>500
8773,Yes,1,36 months,Male,Car,Rent,>25,>500
8774,Yes,1,60 months,Male,Medical,Mortgage,20-25,>500
8775,Yes,1,36 months,Male,House,Rent,20-25,300-500
8776,Yes,1,36 months,Female,House,Rent,>25,300-500
8777,No,0,36 months,Male,House,Mortgage,20-25,>500
8778,No,0,36 months,Female,Car,Rent,20-25,>500
8779,Yes,1,36 months,Female,House,Rent,>25,300-500
8780,Yes,1,36 months,Female,House,Rent,>25,300-500
8781,No,0,36 months,Female,House,Rent,>25,>500
8782,Yes,1,36 months,Female,House,Rent,20-25,>500
8783,No,0,36 months,Male,Car,Mortgage,20-25,300-500
8784,Yes,1,36 months,Male,House,Rent,>25,>500
8785,Yes,1,36 months,Male,Wedding,Rent,20-25,300-500
8786,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
8787,Yes,1,36 months,Female,House,Own,>25,300-500
8788,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
8789,No,0,36 months,Male,Other,Mortgage,>25,>500
8790,Yes,1,36 months,Female,Personal,Rent,>25,300-500
8791,Yes,1,36 months,Female,House,Mortgage,>25,300-500
8792,Yes,1,36 months,Female,House,Rent,>25,300-500
8793,Yes,1,36 months,Male,House,Rent,20-25,300-500
8794,Yes,1,36 months,Female,House,Own,>25,>500
8795,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
8796,Yes,1,36 months,Female,House,Own,>25,300-500
8797,Yes,1,36 months,Male,Other,Mortgage,>25,>500
8798,Yes,1,60 months,Male,Car,Mortgage,20-25,>500
8799,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
8800,No,0,36 months,Female,Personal,Mortgage,>25,>500
8801,Yes,1,36 months,Male,House,Rent,20-25,300-500
8802,Yes,1,36 months,Male,House,Rent,>25,>500
8803,Yes,1,36 months,Male,Car,Own,20-25,300-500
8804,No,0,36 months,Male,House,Mortgage,20-25,300-500
8805,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
8806,Yes,1,36 months,Male,House,Rent,>25,>500
8807,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
8808,Yes,1,36 months,Male,House,Rent,20-25,300-500
8809,No,0,36 months,Male,House,Mortgage,20-25,300-500
8810,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
8811,Yes,1,36 months,Male,House,Mortgage,>25,>500
8812,No,0,36 months,Female,Personal,Mortgage,>25,>500
8813,Yes,1,36 months,Male,House,Rent,20-25,300-500
8814,Yes,1,60 months,Male,House,Rent,20-25,>500
8815,No,0,36 months,Female,House,Mortgage,20-25,>500
8816,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
8817,No,0,36 months,Male,House,Mortgage,>25,>500
8818,No,0,36 months,Female,Car,Mortgage,20-25,>500
8819,No,0,36 months,Female,Car,Rent,20-25,>500
8820,Yes,1,36 months,Male,House,Mortgage,>25,>500
8821,Yes,1,36 months,Male,House,Rent,20-25,300-500
8822,No,0,36 months,Female,House,Mortgage,20-25,>500
8823,Yes,1,36 months,Male,Other,Rent,20-25,300-500
8824,No,0,36 months,Female,House,Rent,>25,>500
8825,Yes,1,36 months,Male,Car,Own,20-25,300-500
8826,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
8827,Yes,1,36 months,Female,Other,Rent,20-25,>500
8828,Yes,1,36 months,Male,Other,Mortgage,>25,>500
8829,Yes,1,36 months,Female,House,Rent,20-25,300-500
8830,Yes,1,36 months,Male,House,Rent,20-25,300-500
8831,No,0,36 months,Male,House,Rent,20-25,300-500
8832,Yes,1,36 months,Male,House,Rent,20-25,300-500
8833,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
8834,Yes,1,36 months,Male,Other,Mortgage,20-25,300-500
8835,No,0,36 months,Female,House,Rent,20-25,>500
8836,Yes,1,36 months,Female,Other,Rent,>25,300-500
8837,Yes,1,36 months,Male,Personal,Mortgage,>25,>500
8838,Yes,1,36 months,Female,Car,Rent,>25,300-500
8839,No,0,36 months,Male,House,Rent,20-25,>500
8840,Yes,1,36 months,Male,House,Rent,>25,>500
8841,Yes,1,36 months,Female,Personal,Mortgage,20-25,>500
8842,Yes,1,36 months,Female,House,Rent,>25,300-500
8843,Yes,1,36 months,Female,Other,Rent,20-25,300-500
8844,No,0,36 months,Female,House,Mortgage,20-25,>500
8845,Yes,1,36 months,Male,Car,Rent,20-25,300-500
8846,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
8847,No,0,36 months,Female,Personal,Mortgage,>25,>500
8848,No,0,60 months,Male,House,Mortgage,>25,300-500
8849,Yes,1,36 months,Female,Personal,Mortgage,>25,>500
8850,Yes,1,36 months,Female,Car,Rent,>25,300-500
8851,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
8852,No,0,60 months,Male,Car,Mortgage,>25,>500
8853,Yes,1,36 months,Male,House,Mortgage,>25,>500
8854,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
8855,No,0,60 months,Male,other,Rent,>25,300-500
8856,No,0,36 months,Female,Other,Mortgage,20-25,>500
8857,Yes,1,36 months,Female,House,Mortgage,>25,300-500
8858,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
8859,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
8860,Yes,1,36 months,Male,House,Rent,20-25,300-500
8861,Yes,1,36 months,Male,Wedding,Rent,>25,>500
8862,Yes,1,36 months,Female,House,Rent,>25,300-500
8863,No,0,36 months,Male,Car,Rent,20-25,>500
8864,Yes,1,36 months,Male,House,Rent,>25,>500
8865,No,0,36 months,Male,Other,Mortgage,20-25,>500
8866,Yes,1,36 months,Male,House,Rent,>25,>500
8867,Yes,1,36 months,Male,Car,Rent,20-25,300-500
8868,No,0,36 months,Female,Car,Rent,>25,>500
8869,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
8870,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
8871,No,0,36 months,Male,Car,Mortgage,>25,>500
8872,Yes,1,36 months,Male,House,Rent,20-25,300-500
8873,No,0,36 months,Female,Car,Mortgage,>25,>500
8874,No,0,36 months,Female,Car,Mortgage,>25,>500
8875,Yes,1,36 months,Male,House,Rent,>25,>500
8876,Yes,1,36 months,Male,House,Rent,20-25,300-500
8877,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
8878,Yes,1,36 months,Female,Car,Rent,>25,300-500
8879,No,0,60 months,Male,House,Rent,>25,>500
8880,No,0,60 months,Male,Personal,Rent,>25,>500
8881,Yes,1,36 months,Female,House,Mortgage,>25,300-500
8882,No,0,60 months,Male,Car,Mortgage,20-25,>500
8883,No,0,36 months,Female,Medical,Rent,>25,>500
8884,No,0,36 months,Male,Car,Rent,20-25,300-500
8885,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
8886,No,0,36 months,Male,House,Mortgage,20-25,>500
8887,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
8888,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
8889,No,0,36 months,Male,Car,Rent,20-25,300-500
8890,Yes,1,36 months,Male,House,Own,20-25,300-500
8891,No,0,36 months,Male,House,Rent,>25,>500
8892,No,0,36 months,Female,House,Rent,>25,>500
8893,No,0,36 months,Female,House,Rent,20-25,>500
8894,No,0,36 months,Female,House,Rent,>25,>500
8895,No,0,36 months,Female,Other,Rent,>25,>500
8896,No,0,36 months,Female,Car,Rent,>25,>500
8897,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
8898,Yes,1,36 months,Female,House,Rent,>25,300-500
8899,Yes,1,36 months,Male,House,Rent,20-25,300-500
8900,Yes,1,36 months,Female,Personal,Mortgage,20-25,300-500
8901,Yes,1,36 months,Male,House,Rent,20-25,300-500
8902,Yes,1,60 months,Male,Personal,Rent,20-25,>500
8903,Yes,1,36 months,Female,House,Rent,>25,300-500
8904,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
8905,No,0,36 months,Female,House,Mortgage,20-25,>500
8906,Yes,1,36 months,Female,House,Rent,>25,300-500
8907,Yes,1,36 months,Female,House,Mortgage,>25,300-500
8908,No,0,36 months,Female,Other,Rent,>25,>500
8909,Yes,1,36 months,Female,House,Rent,>25,300-500
8910,No,0,36 months,Female,Car,Mortgage,20-25,>500
8911,No,0,36 months,Female,House,Rent,>25,>500
8912,Yes,1,36 months,Female,House,Mortgage,>25,300-500
8913,No,0,36 months,Male,Medical,Mortgage,>25,>500
8914,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
8915,No,0,60 months,Male,House,Rent,>25,300-500
8916,No,0,36 months,Female,Personal,Mortgage,>25,>500
8917,Yes,1,36 months,Male,House,Mortgage,>25,>500
8918,Yes,1,36 months,Female,Car,Own,20-25,300-500
8919,Yes,1,36 months,Female,House,Rent,>25,300-500
8920,Yes,1,36 months,Male,House,Rent,>25,>500
8921,No,0,36 months,Female,Medical,Rent,20-25,>500
8922,Yes,1,36 months,Female,House,Mortgage,>25,300-500
8923,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
8924,Yes,1,36 months,Male,Other,Rent,20-25,300-500
8925,No,0,36 months,Female,House,Rent,>25,>500
8926,Yes,1,36 months,Male,House,Mortgage,>25,>500
8927,Yes,1,36 months,Male,Car,Mortgage,>25,>500
8928,No,0,36 months,Male,Car,Rent,20-25,300-500
8929,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
8930,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
8931,Yes,1,36 months,Female,House,Rent,>25,300-500
8932,Yes,1,36 months,Female,House,Mortgage,20-25,>500
8933,Yes,1,36 months,Female,Wedding,Rent,20-25,300-500
8934,Yes,1,36 months,Female,Personal,Own,>25,300-500
8935,No,0,36 months,Male,House,Mortgage,20-25,>500
8936,No,0,60 months,Male,Car,Rent,>25,300-500
8937,Yes,1,36 months,Female,House,Rent,>25,300-500
8938,Yes,1,36 months,Male,Wedding,Rent,>25,>500
8939,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
8940,Yes,1,36 months,Male,House,Own,>25,>500
8941,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
8942,Yes,1,36 months,Female,House,Rent,20-25,>500
8943,Yes,1,60 months,Male,House,Mortgage,20-25,>500
8944,No,0,60 months,Male,House,Mortgage,>25,300-500
8945,Yes,1,36 months,Female,Wedding,Rent,20-25,>500
8946,No,0,60 months,Male,House,Mortgage,>25,300-500
8947,Yes,1,36 months,Female,Personal,Mortgage,>25,>500
8948,Yes,1,36 months,Male,House,Rent,20-25,300-500
8949,Yes,1,36 months,Female,Car,Rent,20-25,300-500
8950,Yes,1,36 months,Female,House,Own,>25,300-500
8951,Yes,1,36 months,Male,Personal,Mortgage,>25,>500
8952,Yes,1,36 months,Male,Other,Rent,20-25,300-500
8953,No,0,36 months,Female,Other,Own,20-25,>500
8954,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
8955,Yes,1,36 months,Female,Other,Own,>25,300-500
8956,No,0,36 months,Female,House,Rent,>25,>500
8957,Yes,1,36 months,Female,House,Mortgage,>25,300-500
8958,Yes,1,36 months,Male,House,Mortgage,20-25,>500
8959,Yes,1,36 months,Female,Personal,Rent,20-25,300-500
8960,No,0,36 months,Male,House,Rent,>25,>500
8961,No,0,60 months,Male,Car,Rent,>25,300-500
8962,Yes,1,36 months,Male,Car,Rent,20-25,300-500
8963,Yes,1,36 months,Male,Other,Rent,20-25,300-500
8964,Yes,1,36 months,Female,Car,Mortgage,20-25,>500
8965,Yes,1,36 months,Male,House,Mortgage,20-25,>500
8966,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
8967,Yes,1,36 months,Female,Car,Own,>25,300-500
8968,Yes,1,36 months,Male,House,Mortgage,>25,>500
8969,Yes,1,36 months,Female,Personal,Own,>25,300-500
8970,Yes,1,60 months,Male,House,Rent,20-25,>500
8971,No,0,36 months,Female,Car,Mortgage,20-25,>500
8972,No,0,60 months,Male,House,Rent,>25,>500
8973,Yes,1,36 months,Male,House,Rent,20-25,300-500
8974,Yes,1,36 months,Male,Personal,Rent,20-25,300-500
8975,No,0,36 months,Female,House,Mortgage,20-25,>500
8976,Yes,1,36 months,Male,House,Rent,20-25,300-500
8977,Yes,1,36 months,Female,House,Mortgage,>25,300-500
8978,Yes,1,36 months,Female,House,Rent,>25,300-500
8979,Yes,1,36 months,Female,House,Rent,>25,300-500
8980,Yes,1,36 months,Male,Car,Rent,20-25,300-500
8981,Yes,1,36 months,Female,House,Mortgage,>25,300-500
8982,No,0,36 months,Female,House,Rent,>25,>500
8983,No,0,36 months,Male,Other,Own,20-25,300-500
8984,Yes,1,36 months,Female,Wedding,Mortgage,>25,300-500
8985,No,0,36 months,Female,House,Rent,>25,>500
8986,Yes,1,36 months,Male,House,Rent,20-25,300-500
8987,No,0,60 months,Male,House,Rent,>25,>500
8988,No,0,36 months,Male,Car,Own,20-25,300-500
8989,Yes,1,36 months,Female,House,Rent,>25,300-500
8990,No,0,36 months,Female,House,Mortgage,>25,>500
8991,Yes,1,36 months,Male,Car,Mortgage,20-25,300-500
8992,Yes,1,36 months,Male,Wedding,Rent,>25,>500
8993,Yes,1,36 months,Male,Car,Rent,20-25,300-500
8994,Yes,1,36 months,Male,Car,Rent,>25,>500
8995,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
8996,No,0,60 months,Male,House,Mortgage,>25,300-500
8997,Yes,1,36 months,Male,House,Rent,20-25,>500
8998,No,0,36 months,Male,House,Mortgage,>25,>500
8999,No,0,36 months,Female,House,Mortgage,>25,>500
9000,No,0,36 months,Female,Other,Mortgage,>25,>500
9001,Yes,1,36 months,Female,House,Rent,>25,300-500
9002,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9003,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9004,No,0,36 months,Female,House,Mortgage,>25,>500
9005,No,0,36 months,Female,Car,Mortgage,>25,>500
9006,Yes,1,36 months,Male,House,Rent,20-25,300-500
9007,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
9008,No,0,36 months,Female,House,Mortgage,>25,>500
9009,No,0,36 months,Female,Car,Rent,>25,>500
9010,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
9011,No,0,36 months,Female,House,Own,20-25,>500
9012,Yes,1,36 months,Female,House,Rent,>25,300-500
9013,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
9014,No,0,36 months,Male,House,Mortgage,20-25,>500
9015,No,0,60 months,Male,House,Mortgage,20-25,>500
9016,Yes,1,36 months,Female,Other,Rent,>25,300-500
9017,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
9018,Yes,1,36 months,Male,House,Rent,20-25,300-500
9019,Yes,1,36 months,Male,House,Rent,20-25,300-500
9020,No,0,60 months,Male,House,Mortgage,>25,300-500
9021,No,0,36 months,Female,House,Rent,>25,>500
9022,No,0,36 months,Male,House,Rent,>25,>500
9023,No,0,36 months,Female,House,Mortgage,>25,>500
9024,Yes,1,36 months,Male,Other,Mortgage,20-25,300-500
9025,Yes,1,36 months,Male,House,Rent,20-25,300-500
9026,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9027,Yes,1,36 months,Female,Car,Mortgage,>25,300-500
9028,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9029,Yes,1,36 months,Male,House,Rent,20-25,300-500
9030,Yes,1,36 months,Male,Other,Own,20-25,300-500
9031,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9032,Yes,1,36 months,Female,House,Own,>25,300-500
9033,Yes,1,36 months,Male,Car,Mortgage,>25,>500
9034,Yes,1,36 months,Female,House,Rent,>25,300-500
9035,Yes,1,36 months,Male,House,Rent,20-25,300-500
9036,Yes,1,36 months,Female,Car,Rent,>25,300-500
9037,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9038,No,0,36 months,Female,Car,Rent,20-25,300-500
9039,No,0,36 months,Male,House,Rent,20-25,300-500
9040,Yes,1,60 months,Male,Medical,Mortgage,20-25,>500
9041,Yes,1,36 months,Male,House,Rent,20-25,300-500
9042,Yes,1,36 months,Male,House,Rent,>25,>500
9043,No,0,36 months,Female,House,Mortgage,20-25,>500
9044,Yes,1,36 months,Female,House,Rent,>25,>500
9045,Yes,1,36 months,Female,House,Rent,>25,300-500
9046,Yes,1,36 months,Male,House,Mortgage,>25,>500
9047,No,0,36 months,Male,Car,Rent,20-25,300-500
9048,Yes,1,36 months,Male,Car,Rent,20-25,300-500
9049,Yes,1,36 months,Female,House,Rent,>25,300-500
9050,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9051,Yes,1,36 months,Male,House,Mortgage,>25,>500
9052,No,0,36 months,Male,Car,Own,20-25,>500
9053,Yes,1,36 months,Male,Personal,Mortgage,>25,>500
9054,Yes,1,36 months,Male,Car,Mortgage,>25,>500
9055,Yes,1,36 months,Male,House,Mortgage,>25,>500
9056,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9057,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9058,No,0,36 months,Male,House,Rent,20-25,300-500
9059,Yes,1,36 months,Female,House,Mortgage,>25,>500
9060,No,0,60 months,Male,Medical,Rent,>25,>500
9061,Yes,1,36 months,Male,House,Rent,20-25,>500
9062,Yes,1,36 months,Female,Personal,Mortgage,20-25,300-500
9063,No,0,36 months,Female,Car,Mortgage,>25,>500
9064,Yes,1,36 months,Female,House,Rent,>25,300-500
9065,No,0,36 months,Male,House,Rent,20-25,>500
9066,Yes,1,36 months,Female,Other,Rent,>25,300-500
9067,No,0,36 months,Male,House,Mortgage,20-25,>500
9068,No,0,36 months,Male,House,Mortgage,20-25,300-500
9069,Yes,1,36 months,Female,Personal,Mortgage,>25,>500
9070,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
9071,Yes,1,36 months,Male,House,Rent,20-25,300-500
9072,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
9073,No,0,36 months,Female,House,Mortgage,>25,>500
9074,Yes,1,36 months,Male,Other,Mortgage,>25,>500
9075,Yes,1,36 months,Male,Car,Rent,>25,>500
9076,No,0,36 months,Female,House,Mortgage,20-25,>500
9077,Yes,1,36 months,Male,House,Mortgage,>25,>500
9078,No,0,36 months,Female,House,Own,>25,>500
9079,Yes,1,36 months,Female,Other,Mortgage,>25,300-500
9080,Yes,1,36 months,Male,Medical,Mortgage,20-25,300-500
9081,Yes,1,36 months,Male,House,Rent,20-25,300-500
9082,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9083,No,0,60 months,Male,House,Mortgage,>25,>500
9084,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9085,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9086,No,0,60 months,Male,House,Mortgage,>25,>500
9087,No,0,60 months,Male,other,Rent,>25,>500
9088,Yes,1,36 months,Male,Car,Rent,20-25,300-500
9089,Yes,1,36 months,Male,Car,Own,>25,>500
9090,Yes,1,36 months,Female,House,Own,>25,>500
9091,Yes,1,36 months,Male,House,Mortgage,>25,>500
9092,No,0,36 months,Female,House,Rent,20-25,>500
9093,Yes,1,36 months,Male,House,Own,20-25,300-500
9094,Yes,1,36 months,Male,Personal,Mortgage,20-25,300-500
9095,Yes,1,36 months,Female,House,Rent,>25,300-500
9096,No,0,36 months,Male,Medical,Mortgage,>25,>500
9097,No,0,36 months,Male,Car,Mortgage,20-25,300-500
9098,Yes,1,36 months,Male,House,Own,>25,>500
9099,No,0,36 months,Male,Car,Rent,20-25,300-500
9100,Yes,1,36 months,Female,House,Rent,>25,300-500
9101,Yes,1,36 months,Female,Car,Rent,20-25,>500
9102,No,0,60 months,Male,other,Mortgage,>25,300-500
9103,Yes,1,36 months,Male,Other,Mortgage,>25,>500
9104,No,0,60 months,Male,Car,Mortgage,>25,300-500
9105,Yes,1,36 months,Female,Wedding,Mortgage,>25,300-500
9106,Yes,1,36 months,Male,Car,Rent,20-25,300-500
9107,No,0,36 months,Male,House,Rent,20-25,300-500
9108,No,0,36 months,Female,House,Rent,>25,>500
9109,Yes,1,36 months,Male,Wedding,Mortgage,20-25,300-500
9110,Yes,1,36 months,Male,Car,Rent,>25,>500
9111,Yes,1,36 months,Female,House,Mortgage,20-25,>500
9112,Yes,1,36 months,Male,House,Rent,20-25,300-500
9113,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
9114,Yes,1,36 months,Male,Car,Rent,20-25,300-500
9115,Yes,1,36 months,Male,Car,Rent,20-25,300-500
9116,Yes,1,36 months,Female,Other,Rent,>25,300-500
9117,Yes,1,36 months,Male,House,Mortgage,>25,>500
9118,No,0,36 months,Female,Wedding,Rent,20-25,>500
9119,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9120,No,0,36 months,Female,House,Mortgage,>25,>500
9121,Yes,1,36 months,Female,Other,Mortgage,>25,300-500
9122,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9123,No,0,60 months,Male,House,Rent,>25,>500
9124,Yes,1,36 months,Female,House,Rent,>25,300-500
9125,No,0,36 months,Male,House,Rent,>25,>500
9126,No,0,60 months,Male,Wedding,Rent,>25,300-500
9127,Yes,1,36 months,Female,Car,Rent,>25,>500
9128,No,0,36 months,Female,House,Rent,20-25,>500
9129,Yes,1,36 months,Male,House,Mortgage,>25,>500
9130,No,0,36 months,Male,House,Rent,20-25,>500
9131,No,0,60 months,Male,House,Mortgage,>25,>500
9132,No,0,36 months,Male,House,Mortgage,20-25,>500
9133,Yes,1,36 months,Male,Medical,Rent,20-25,300-500
9134,Yes,1,36 months,Female,House,Rent,>25,>500
9135,Yes,1,36 months,Male,House,Mortgage,>25,>500
9136,No,0,36 months,Male,Car,Mortgage,20-25,300-500
9137,No,0,36 months,Female,House,Mortgage,20-25,>500
9138,Yes,1,36 months,Male,House,Rent,20-25,300-500
9139,No,0,36 months,Female,House,Rent,20-25,>500
9140,Yes,1,36 months,Female,House,Mortgage,20-25,300-500
9141,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9142,No,0,36 months,Female,House,Rent,>25,>500
9143,Yes,1,36 months,Male,Car,Rent,20-25,300-500
9144,No,0,36 months,Female,Wedding,Mortgage,>25,>500
9145,Yes,1,36 months,Female,Other,Mortgage,>25,300-500
9146,Yes,1,36 months,Male,House,Own,20-25,300-500
9147,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9148,Yes,1,36 months,Female,Other,Rent,>25,300-500
9149,Yes,1,36 months,Female,House,Mortgage,>25,>500
9150,Yes,1,36 months,Male,House,Rent,20-25,300-500
9151,Yes,1,36 months,Female,House,Rent,>25,>500
9152,Yes,1,36 months,Female,House,Rent,>25,300-500
9153,Yes,1,36 months,Female,Personal,Mortgage,>25,300-500
9154,Yes,1,36 months,Male,House,Rent,20-25,>500
9155,No,0,60 months,Male,House,Mortgage,>25,300-500
9156,No,0,36 months,Female,House,Rent,20-25,>500
9157,No,0,60 months,Male,other,Rent,>25,300-500
9158,Yes,1,36 months,Male,Other,Rent,>25,>500
9159,Yes,1,36 months,Male,Other,Mortgage,>25,>500
9160,Yes,1,36 months,Female,Personal,Rent,>25,>500
9161,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
9162,No,0,60 months,Male,other,Own,>25,>500
9163,Yes,1,36 months,Female,House,Own,>25,>500
9164,Yes,1,36 months,Male,Car,Rent,20-25,300-500
9165,No,0,36 months,Female,House,Mortgage,>25,>500
9166,No,0,36 months,Female,Car,Mortgage,>25,>500
9167,Yes,1,36 months,Female,House,Mortgage,>25,300-500
9168,Yes,1,36 months,Female,Car,Rent,>25,300-500
9169,Yes,1,36 months,Male,House,Mortgage,20-25,300-500
