,employee_id,department,education,gender,no_of_trainings,age,last_promotion_rating,employee_since_years,all_tasks_completed,training_marks,is_promoted
37968,2034656,Technology,Bachelor's,m,5,28,3,2,0,74,0
37969,2034657,Procurement,Master's & above,f,1,32,4,2,1,70,0
37970,2034658,Technology,Bachelor's,m,1,25,2,3,0,76,0
37971,2034659,Operations,Bachelor's,f,1,28,4,2,1,60,0
37972,2034660,Sales & Marketing,Bachelor's,m,1,41,1,10,0,47,0
37973,2034661,Procurement,Bachelor's,f,1,31,1,5,0,69,0
37974,2034662,Technology,Master's & above,m,1,39,4,10,1,78,0
37975,2034663,Sales & Marketing,Master's & above,m,1,47,3,6,1,52,0
37977,2034664,Procurement,Bachelor's,m,1,35,3,7,1,65,1
37978,2034665,Analytics,Master's & above,m,2,37,3,5,1,83,1
37980,2034666,Technology,Bachelor's,m,2,30,4,7,0,78,0
37981,2034667,Analytics,Bachelor's,m,2,29,5,5,0,88,0
37982,2034668,Sales & Marketing,Bachelor's,f,1,31,4,4,1,48,0
37983,2034669,Procurement,Bachelor's,f,1,32,5,6,1,77,0
37985,2034670,Procurement,Master's & above,m,1,42,5,7,1,68,0
37986,2034671,Sales & Marketing,Bachelor's,m,1,38,1,5,0,47,0
37987,2034672,Analytics,Bachelor's,m,1,29,3,2,1,87,0
37989,2034673,Operations,Master's & above,f,1,34,5,6,1,63,0
37990,2034674,Analytics,Bachelor's,m,1,27,4,4,1,89,0
37991,2034675,Technology,Master's & above,m,1,56,3,2,1,77,0
37992,2034676,Procurement,Bachelor's,f,3,45,3,4,1,70,0
37994,2034677,Sales & Marketing,Master's & above,m,1,35,2,2,0,49,0
37995,2034678,Procurement,Bachelor's,m,3,53,4,19,1,98,1
37996,2034679,Operations,Bachelor's,f,1,39,3,7,0,58,0
37998,2034680,HR,Master's & above,m,1,38,5,2,0,52,0
37999,2034681,Technology,Bachelor's,f,2,32,4,5,0,78,0
38000,2034682,Procurement,Bachelor's,m,1,31,4,3,1,72,1
38001,2034683,Operations,Bachelor's,m,1,26,5,6,0,58,0
38003,2034684,Operations,Bachelor's,m,1,36,1,3,0,59,0
38005,2034685,Sales & Marketing,Bachelor's,m,2,29,3,2,0,52,0
38006,2034686,Sales & Marketing,Bachelor's,m,1,36,5,3,0,49,0
38007,2034687,Sales & Marketing,Bachelor's,m,1,42,4,3,0,49,0
38008,2034688,HR,Master's & above,m,1,31,5,2,1,49,0
38009,2034689,Operations,Bachelor's,m,1,53,3,16,0,55,0
38010,2034690,Technology,Master's & above,f,1,42,5,11,1,80,0
38011,2034691,Procurement,Bachelor's,m,1,37,3,9,0,67,0
38012,2034692,Analytics,Bachelor's,m,1,29,1,3,0,83,0
38013,2034693,Procurement,Master's & above,f,1,44,3,19,0,63,0
38014,2034694,R&D,Master's & above,m,2,37,5,4,0,90,0
38015,2034695,Technology,Master's & above,f,2,31,3,5,1,79,0
38016,2034696,Procurement,Bachelor's,f,1,30,3,4,0,68,0
38017,2034697,Operations,Bachelor's,m,1,36,5,7,1,62,0
38018,2034698,R&D,Bachelor's,m,1,30,3,5,0,85,0
38019,2034699,Technology,Bachelor's,f,1,31,1,7,0,84,0
38020,2034700,HR,Master's & above,m,1,33,4,3,0,50,0
38021,2034701,Sales & Marketing,Bachelor's,m,3,29,2,6,0,48,0
38022,2034702,Operations,Below Secondary,m,1,25,3,3,1,61,1
38024,2034703,Procurement,Bachelor's,m,1,31,2,7,0,70,0
38025,2034704,Operations,Master's & above,f,1,34,5,6,1,59,0
38026,2034705,Sales & Marketing,Bachelor's,m,1,38,3,7,0,48,0
38027,2034706,Operations,Bachelor's,m,2,41,3,2,1,59,0
38029,2034707,Sales & Marketing,Bachelor's,f,1,37,3,6,0,45,0
38030,2034708,Operations,Master's & above,m,1,37,4,8,0,58,0
38031,2034709,HR,Bachelor's,m,1,60,2,6,0,50,0
38032,2034710,Sales & Marketing,Bachelor's,m,1,36,4,7,1,48,1
38033,2034711,Procurement,Bachelor's,f,1,28,1,6,1,68,0
38034,2034712,Sales & Marketing,Master's & above,m,1,46,5,5,0,50,0
38035,2034713,Operations,Master's & above,f,1,52,4,6,1,61,0
38036,2034714,Finance,Bachelor's,f,1,24,3,2,0,57,0
38037,2034715,Operations,Master's & above,f,1,38,5,3,1,58,0
38038,2034716,Sales & Marketing,Bachelor's,m,1,33,1,5,0,54,0
38039,2034717,Operations,Bachelor's,f,1,43,5,13,1,59,0
38040,2034718,Sales & Marketing,Bachelor's,m,1,45,4,17,0,46,0
38041,2034719,Legal,Bachelor's,f,1,32,5,5,0,53,0
38042,2034720,Analytics,Bachelor's,m,2,28,4,2,1,86,1
38043,2034721,Sales & Marketing,Bachelor's,m,1,36,5,10,0,46,0
38044,2034722,Finance,Bachelor's,m,1,32,3,9,0,70,1
38046,2034723,Operations,Bachelor's,m,1,34,3,7,1,61,0
38047,2034724,Analytics,Bachelor's,m,1,36,3,5,0,85,0
38049,2034725,Sales & Marketing,Bachelor's,m,2,30,4,5,0,46,0
38050,2034726,Procurement,Bachelor's,m,1,32,2,5,0,71,0
38051,2034727,Operations,Bachelor's,m,1,31,1,4,0,60,0
38052,2034728,Procurement,Bachelor's,f,3,30,4,5,1,73,0
38053,2034729,Analytics,Bachelor's,m,1,33,5,3,0,85,0
38054,2034730,R&D,Bachelor's,m,1,35,5,8,1,87,0
38055,2034731,Operations,Bachelor's,f,2,35,3,6,1,63,0
38056,2034732,Sales & Marketing,Bachelor's,m,1,40,5,7,1,52,0
38057,2034733,Sales & Marketing,Bachelor's,f,2,34,3,4,1,57,0
38058,2034734,Operations,Master's & above,f,1,42,1,3,0,59,0
38059,2034735,Operations,Bachelor's,m,1,44,5,17,1,56,0
38061,2034736,Technology,Bachelor's,f,1,27,3,2,1,79,0
38062,2034737,Sales & Marketing,Bachelor's,m,1,30,3,8,0,51,0
38063,2034738,Procurement,Master's & above,f,1,33,4,8,0,70,0
38064,2034739,Finance,Master's & above,m,1,36,4,3,0,55,0
38065,2034740,HR,Bachelor's,m,1,28,3,2,1,56,0
38066,2034741,Technology,Master's & above,m,2,44,3,7,1,81,0
38067,2034742,Analytics,Bachelor's,m,1,32,3,2,0,89,0
38068,2034743,Analytics,Master's & above,m,1,42,5,5,1,77,0
38069,2034744,Operations,Bachelor's,m,1,27,3,3,0,56,0
38071,2034745,Sales & Marketing,Master's & above,m,1,51,3,10,0,47,0
38072,2034746,Sales & Marketing,Master's & above,m,1,43,3,3,1,49,1
38073,2034747,Sales & Marketing,Bachelor's,m,1,30,3,7,0,45,0
38074,2034748,HR,Bachelor's,f,1,37,3,4,0,51,0
38075,2034749,Sales & Marketing,Master's & above,m,1,42,5,7,0,56,0
38076,2034750,Sales & Marketing,Bachelor's,f,1,53,3,20,0,49,0
38077,2034751,Operations,Bachelor's,m,1,28,1,2,0,59,0
38078,2034752,Procurement,Bachelor's,m,1,48,4,17,1,70,0
38079,2034753,Analytics,Bachelor's,m,1,27,4,4,0,85,0
38080,2034754,Operations,Bachelor's,m,1,45,5,5,1,55,0
38081,2034755,Procurement,Bachelor's,f,2,26,3,2,0,64,0
38082,2034756,Sales & Marketing,Bachelor's,m,1,32,4,3,0,54,0
38083,2034757,Finance,Bachelor's,m,1,31,4,4,1,53,0
38084,2034758,Operations,Master's & above,m,2,60,3,14,0,62,0
38085,2034759,Technology,Master's & above,m,1,37,4,10,1,81,0
38086,2034760,Analytics,Master's & above,m,2,32,4,6,0,88,0
38087,2034761,Analytics,Bachelor's,m,1,30,4,2,1,82,1
38088,2034762,Sales & Marketing,Bachelor's,m,1,36,3,4,1,94,1
38089,2034763,Operations,Bachelor's,f,1,30,3,6,0,59,0
38090,2034764,Procurement,Bachelor's,f,1,32,4,7,0,72,0
38091,2034765,Legal,Master's & above,m,1,37,3,3,0,59,0
38092,2034766,Finance,Master's & above,m,2,35,1,5,1,62,0
38093,2034767,Technology,Master's & above,m,1,49,3,8,0,81,0
38094,2034768,Operations,Bachelor's,m,1,40,4,9,1,61,0
38095,2034769,Procurement,Bachelor's,f,1,34,4,4,1,72,1
38096,2034770,Operations,Bachelor's,f,1,34,3,8,1,59,0
38097,2034771,Procurement,Master's & above,m,1,37,4,4,0,63,0
38098,2034772,HR,Bachelor's,m,1,30,5,3,0,53,0
38099,2034773,Sales & Marketing,Bachelor's,m,1,31,2,7,0,53,0
38100,2034774,Sales & Marketing,Bachelor's,m,1,31,2,6,1,50,0
38101,2034775,Technology,Master's & above,m,1,38,3,4,1,79,0
38102,2034776,Procurement,Master's & above,m,2,48,4,16,0,73,0
38103,2034777,Operations,Bachelor's,m,1,34,3,10,0,58,0
38104,2034778,Operations,Bachelor's,f,1,34,5,10,1,60,0
38105,2034779,Technology,Bachelor's,f,1,35,3,8,0,82,0
38106,2034780,Operations,Master's & above,f,1,52,5,15,1,66,0
38107,2034781,Procurement,Master's & above,f,2,45,3,3,1,70,0
38109,2034782,Finance,Bachelor's,m,1,30,3,4,0,71,1
38110,2034783,Sales & Marketing,Bachelor's,m,1,42,4,7,0,52,0
38112,2034784,Operations,Bachelor's,f,1,30,3,4,1,64,0
38113,2034785,Technology,Master's & above,m,1,40,3,7,0,78,0
38114,2034786,Technology,Bachelor's,m,1,32,2,6,0,82,0
38116,2034787,Operations,Bachelor's,f,1,39,1,3,0,58,0
38117,2034788,Operations,Bachelor's,m,1,39,3,3,0,62,0
38118,2034789,Procurement,Master's & above,m,3,39,1,4,1,69,0
38120,2034790,Technology,Master's & above,f,3,38,5,8,1,78,0
38121,2034791,Sales & Marketing,Master's & above,m,4,32,3,6,1,48,0
38122,2034792,Technology,Bachelor's,m,1,39,2,9,1,80,1
38123,2034793,Sales & Marketing,Bachelor's,m,1,39,5,6,0,47,0
38124,2034794,Analytics,Master's & above,m,2,37,5,7,1,83,0
38125,2034795,Operations,Master's & above,f,1,35,5,7,1,60,0
38126,2034796,HR,Master's & above,f,1,30,2,3,0,51,0
38127,2034797,Technology,Bachelor's,f,1,32,3,6,0,81,0
38128,2034798,Sales & Marketing,Master's & above,m,1,35,4,5,0,53,0
38129,2034799,Sales & Marketing,Bachelor's,m,3,26,3,4,0,46,0
38130,2034800,Operations,Master's & above,m,1,42,2,14,0,62,0
38131,2034801,Sales & Marketing,Bachelor's,m,1,38,3,5,0,47,0
38132,2034802,Sales & Marketing,Master's & above,f,1,52,3,14,0,48,0
38133,2034803,Procurement,Master's & above,f,1,39,3,12,0,69,0
38134,2034804,Procurement,Master's & above,m,1,50,5,24,0,71,0
38135,2034805,R&D,Bachelor's,m,1,36,5,7,1,84,0
38136,2034806,Procurement,Bachelor's,m,1,38,1,3,0,69,0
38137,2034807,Operations,Master's & above,m,1,39,2,10,0,57,0
38138,2034808,Sales & Marketing,Master's & above,m,1,37,3,10,0,49,0
38139,2034809,Sales & Marketing,Master's & above,m,3,41,3,4,1,53,0
38140,2034810,Sales & Marketing,Bachelor's,f,4,33,2,3,0,51,0
38141,2034811,Procurement,Bachelor's,f,1,37,4,9,0,66,0
38142,2034812,Sales & Marketing,Bachelor's,m,1,34,3,7,0,49,0
38143,2034813,Analytics,Bachelor's,m,2,31,5,5,0,86,0
38144,2034814,Sales & Marketing,Bachelor's,m,2,28,1,7,0,47,0
38145,2034815,Sales & Marketing,Bachelor's,m,1,28,1,2,0,46,0
38146,2034816,Procurement,Master's & above,f,1,31,1,3,0,75,0
38148,2034817,Finance,Bachelor's,m,1,38,5,6,1,59,0
38149,2034818,Sales & Marketing,Bachelor's,m,1,35,5,4,0,50,0
38150,2034819,Finance,Master's & above,m,1,33,3,2,0,65,0
38152,2034820,Operations,Bachelor's,m,1,35,3,7,1,99,1
38154,2034821,Procurement,Below Secondary,m,2,24,3,2,0,73,0
38155,2034822,Sales & Marketing,Bachelor's,f,1,22,3,2,0,48,0
38156,2034823,Analytics,Bachelor's,m,1,30,5,4,1,88,1
38157,2034824,Technology,Master's & above,m,1,31,3,3,0,80,0
38158,2034825,Operations,Bachelor's,f,1,34,5,7,1,65,0
38159,2034826,Analytics,Master's & above,m,1,39,3,3,0,87,0
38160,2034827,Sales & Marketing,Master's & above,f,1,47,4,16,1,51,1
38161,2034828,Operations,Bachelor's,f,1,32,3,3,0,58,0
38163,2034829,Sales & Marketing,Bachelor's,m,1,25,4,2,1,51,0
38165,2034830,Procurement,Master's & above,f,2,38,3,10,0,70,0
38166,2034831,Sales & Marketing,Master's & above,m,1,34,1,7,0,49,0
38167,2034832,Sales & Marketing,Bachelor's,f,1,35,1,9,0,48,0
38168,2034833,Finance,Bachelor's,m,2,26,3,3,0,56,0
38169,2034834,Procurement,Bachelor's,f,1,38,3,8,0,73,0
38170,2034835,Sales & Marketing,Bachelor's,m,1,31,5,4,1,49,0
38171,2034836,Sales & Marketing,Bachelor's,m,2,34,4,9,0,53,0
38172,2034837,Sales & Marketing,Master's & above,m,1,41,4,3,0,51,0
38173,2034838,Procurement,Bachelor's,f,2,26,4,5,1,64,0
38174,2034839,Operations,Master's & above,f,1,53,3,28,0,55,0
38176,2034840,Procurement,Master's & above,m,2,37,3,8,0,68,0
38177,2034841,Legal,Bachelor's,m,1,31,3,2,0,61,0
38178,2034842,Technology,Bachelor's,m,1,31,2,6,0,80,0
38180,2034843,Operations,Bachelor's,f,2,35,5,8,1,58,0
38181,2034844,Operations,Bachelor's,m,1,30,5,3,1,56,0
38182,2034845,Procurement,Master's & above,f,1,52,3,16,0,65,0
38183,2034846,Procurement,Bachelor's,f,1,42,4,2,1,68,0
38184,2034847,Technology,Master's & above,f,1,48,5,13,1,77,0
38185,2034848,Sales & Marketing,Bachelor's,m,1,33,4,9,0,50,0
38186,2034849,Sales & Marketing,Bachelor's,m,1,36,5,2,0,47,0
38187,2034850,Sales & Marketing,Master's & above,m,1,40,1,10,0,52,0
38188,2034851,Analytics,Master's & above,m,2,37,3,10,0,86,0
38189,2034852,Analytics,Master's & above,m,1,51,4,12,0,85,0
38190,2034853,Sales & Marketing,Bachelor's,m,1,31,5,2,0,48,0
38191,2034854,HR,Bachelor's,f,1,32,1,6,0,50,0
38192,2034855,Sales & Marketing,Bachelor's,m,1,33,5,2,1,54,0
38193,2034856,Operations,Master's & above,f,1,34,3,5,1,58,0
38194,2034857,Operations,Master's & above,f,1,43,5,7,1,57,0
38195,2034858,Sales & Marketing,Bachelor's,m,1,40,4,4,1,49,0
38196,2034859,Operations,Master's & above,m,1,45,5,5,0,91,1
38197,2034860,Finance,Bachelor's,m,1,27,3,5,1,61,0
38200,2034861,Sales & Marketing,Bachelor's,m,1,29,3,4,0,44,0
38201,2034862,Sales & Marketing,Bachelor's,m,1,57,5,24,1,50,0
38202,2034863,Finance,Bachelor's,f,1,32,3,9,0,58,0
38203,2034864,Operations,Master's & above,m,1,36,3,7,1,58,0
38204,2034865,Operations,Master's & above,f,2,44,5,4,0,64,0
38205,2034866,HR,Bachelor's,m,1,34,5,3,0,51,0
38206,2034867,Procurement,Master's & above,f,1,32,3,4,0,70,0
38207,2034868,Sales & Marketing,Bachelor's,m,1,41,4,6,0,41,0
38208,2034869,Sales & Marketing,Master's & above,m,1,43,3,17,0,49,0
38209,2034870,Operations,Bachelor's,f,1,36,3,7,0,60,0
38210,2034871,Procurement,Bachelor's,f,1,31,1,5,0,67,0
38211,2034872,Operations,Bachelor's,f,1,35,2,9,1,59,0
38212,2034873,Sales & Marketing,Master's & above,m,2,41,3,7,0,53,0
38213,2034874,Sales & Marketing,Bachelor's,m,1,43,4,7,1,51,0
38214,2034875,Technology,Bachelor's,m,2,42,5,11,1,84,0
38215,2034876,Technology,Master's & above,f,1,55,5,3,1,81,0
38216,2034877,Procurement,Master's & above,f,1,39,4,4,1,72,0
38219,2034878,Operations,Bachelor's,f,1,33,5,4,1,62,0
38220,2034879,Procurement,Bachelor's,f,1,33,3,6,1,69,0
38221,2034880,Analytics,Bachelor's,m,1,27,5,4,1,82,0
38222,2034881,Operations,Bachelor's,m,1,54,3,3,1,58,0
38223,2034882,Analytics,Master's & above,m,2,35,4,8,1,86,0
38224,2034883,Sales & Marketing,Bachelor's,f,1,32,2,6,1,49,0
38226,2034884,Operations,Bachelor's,m,1,42,2,17,0,57,0
38227,2034885,Operations,Bachelor's,m,1,34,5,8,1,58,0
38229,2034886,Analytics,Bachelor's,f,1,26,3,2,0,86,0
38230,2034887,Sales & Marketing,Master's & above,f,1,38,3,8,0,47,0
38232,2034888,Finance,Bachelor's,f,1,26,3,1,0,53,0
38233,2034889,R&D,Master's & above,m,1,46,4,15,0,92,0
38234,2034890,HR,Master's & above,m,1,37,5,9,1,55,0
38235,2034891,Sales & Marketing,Bachelor's,f,1,28,2,1,0,52,0
38236,2034892,Procurement,Master's & above,f,1,34,5,6,1,70,0
38237,2034893,R&D,Bachelor's,m,2,28,3,2,1,80,0
38238,2034894,R&D,Bachelor's,m,1,31,3,3,0,88,0
38239,2034895,Technology,Bachelor's,f,1,35,3,7,0,80,0
38240,2034896,Technology,Bachelor's,m,2,33,3,9,0,80,0
38241,2034897,Sales & Marketing,Bachelor's,m,4,30,3,3,0,50,0
38242,2034898,HR,Bachelor's,f,1,31,3,7,1,50,0
38243,2034899,Operations,Bachelor's,f,1,38,3,9,1,91,1
38244,2034900,Technology,Master's & above,m,2,35,3,5,0,78,0
38245,2034901,HR,Bachelor's,m,1,57,4,13,0,52,0
38246,2034902,HR,Bachelor's,m,1,30,3,1,0,47,0
38247,2034903,Technology,Bachelor's,m,2,27,2,4,0,82,0
38248,2034904,Analytics,Bachelor's,m,1,30,5,3,0,83,0
38249,2034905,Legal,Master's & above,f,1,37,4,8,0,60,0
38250,2034906,Operations,Bachelor's,f,1,43,3,14,0,57,0
38251,2034907,Sales & Marketing,Bachelor's,m,1,51,1,6,0,47,0
38252,2034908,R&D,Master's & above,m,1,27,5,2,0,86,0
38253,2034909,Sales & Marketing,Bachelor's,m,1,33,3,9,0,49,0
38254,2034910,Sales & Marketing,Bachelor's,f,1,27,3,3,0,46,0
38255,2034911,R&D,Bachelor's,m,1,30,2,5,0,85,0
38256,2034912,Sales & Marketing,Bachelor's,m,1,29,1,2,0,49,0
38257,2034913,Sales & Marketing,Bachelor's,f,3,36,1,10,0,50,0
38258,2034914,Operations,Bachelor's,m,1,42,4,5,1,57,0
38260,2034915,Sales & Marketing,Bachelor's,m,1,34,4,7,0,53,0
38261,2034916,Sales & Marketing,Bachelor's,m,1,33,1,7,1,52,0
38262,2034917,Sales & Marketing,Bachelor's,m,1,33,5,8,0,47,0
38263,2034918,Sales & Marketing,Bachelor's,m,1,28,3,3,1,55,0
38264,2034919,Sales & Marketing,Master's & above,f,1,57,1,11,0,50,0
38265,2034920,Technology,Master's & above,m,2,37,3,4,0,77,0
38266,2034921,Sales & Marketing,Master's & above,m,1,40,3,8,0,51,0
38267,2034922,Sales & Marketing,Bachelor's,m,2,39,3,9,0,51,0
38268,2034923,Legal,Bachelor's,f,1,41,3,4,0,56,0
38269,2034924,Technology,Bachelor's,m,1,32,3,5,0,76,0
38271,2034925,Technology,Master's & above,f,1,34,3,7,0,72,0
38272,2034926,Sales & Marketing,Bachelor's,m,2,26,1,2,0,52,0
38273,2034927,Analytics,Master's & above,m,1,40,2,11,0,85,0
38274,2034928,Finance,Bachelor's,f,3,27,1,2,1,62,0
38275,2034929,Operations,Bachelor's,m,2,31,5,7,1,60,1
38277,2034930,Procurement,Master's & above,f,1,55,2,17,0,74,0
38278,2034931,Analytics,Bachelor's,m,2,37,3,10,0,90,0
38279,2034932,Sales & Marketing,Bachelor's,m,1,29,3,2,1,55,1
38280,2034933,Sales & Marketing,Master's & above,m,1,34,3,8,0,49,0
38282,2034934,Analytics,Master's & above,m,1,34,5,7,1,82,0
38283,2034935,Sales & Marketing,Master's & above,m,3,37,1,4,0,52,0
38284,2034936,Finance,Bachelor's,f,1,44,4,3,1,57,0
38285,2034937,R&D,Bachelor's,m,1,30,1,5,1,84,0
38286,2034938,Operations,Bachelor's,m,2,30,3,4,0,58,0
38287,2034939,Sales & Marketing,Bachelor's,m,2,37,3,3,0,55,0
38288,2034940,Technology,Bachelor's,m,1,30,2,6,0,76,0
38289,2034941,Technology,Master's & above,m,1,46,4,14,0,82,0
38290,2034942,Legal,Bachelor's,m,1,26,3,3,1,66,0
38292,2034943,Sales & Marketing,Bachelor's,f,1,30,5,4,1,49,0
38293,2034944,Sales & Marketing,Bachelor's,m,2,28,1,2,0,52,0
38294,2034945,Operations,Bachelor's,m,1,37,5,3,1,67,0
38295,2034946,Operations,Bachelor's,m,1,27,1,2,1,60,0
38296,2034947,Sales & Marketing,Bachelor's,m,1,25,1,2,0,49,0
38297,2034948,Technology,Master's & above,f,1,33,4,3,1,79,0
38298,2034949,Sales & Marketing,Bachelor's,m,2,30,2,2,0,53,0
38299,2034950,Operations,Bachelor's,f,1,28,4,2,1,60,0
38300,2034951,Operations,Bachelor's,m,1,32,4,4,1,59,0
38301,2034952,Operations,Master's & above,m,1,44,5,3,1,59,0
38302,2034953,Technology,Bachelor's,m,1,38,4,2,0,76,0
38303,2034954,Sales & Marketing,Bachelor's,m,2,25,2,2,0,50,0
38304,2034955,Sales & Marketing,Bachelor's,m,1,28,2,2,0,52,0
38305,2034956,Finance,Bachelor's,f,1,28,3,4,1,58,0
38306,2034957,Operations,Bachelor's,m,1,31,4,5,0,59,0
38308,2034958,Sales & Marketing,Master's & above,m,1,45,3,7,0,46,0
38309,2034959,Sales & Marketing,Bachelor's,f,1,38,1,9,0,56,0
38310,2034960,R&D,Master's & above,m,1,37,4,3,1,86,0
38311,2034961,Technology,Master's & above,m,2,42,1,7,0,78,0
38312,2034962,Operations,Bachelor's,m,1,31,5,9,0,59,0
38313,2034963,Technology,Bachelor's,m,1,33,4,5,0,81,0
38314,2034964,Legal,Bachelor's,m,1,28,1,2,0,61,0
38315,2034965,Operations,Master's & above,f,1,46,5,10,1,64,1
38316,2034966,Technology,Bachelor's,m,1,36,1,9,0,82,0
38317,2034967,Sales & Marketing,Bachelor's,m,1,52,5,6,1,46,0
38318,2034968,Sales & Marketing,Bachelor's,m,2,43,2,7,0,46,0
38319,2034969,HR,Bachelor's,m,1,35,2,8,0,45,0
38320,2034970,Sales & Marketing,Bachelor's,f,1,30,1,6,0,53,0
38322,2034971,Finance,Bachelor's,m,1,50,1,3,0,59,0
38323,2034972,Analytics,Bachelor's,m,1,34,5,5,1,83,0
38324,2034973,Sales & Marketing,Master's & above,m,2,37,4,6,0,51,0
38325,2034974,Operations,Master's & above,m,1,38,4,9,1,55,0
38326,2034975,Procurement,Bachelor's,m,1,42,2,3,1,67,0
38328,2034976,Procurement,Master's & above,f,1,31,4,5,1,70,0
38329,2034977,Operations,Master's & above,m,1,38,5,2,1,58,0
38331,2034978,Procurement,Master's & above,m,1,41,3,4,0,70,0
38332,2034979,Sales & Marketing,Bachelor's,f,1,52,4,5,1,49,1
38333,2034980,Procurement,Bachelor's,m,1,34,3,9,0,76,0
38334,2034981,Operations,Bachelor's,m,1,37,5,12,1,59,0
38335,2034982,Sales & Marketing,Bachelor's,m,1,32,3,8,0,55,0
38336,2034983,Sales & Marketing,Master's & above,f,2,39,3,9,0,52,0
38337,2034984,Analytics,Master's & above,m,2,34,5,3,0,83,1
38338,2034985,Procurement,Master's & above,m,1,49,3,7,0,69,0
38339,2034986,Finance,Bachelor's,m,1,29,4,6,1,57,0
38340,2034987,Analytics,Bachelor's,m,1,27,3,3,0,85,0
38341,2034988,Analytics,Bachelor's,m,1,30,1,4,0,85,0
38342,2034989,Sales & Marketing,Bachelor's,m,1,34,2,6,0,46,0
38343,2034990,Analytics,Master's & above,m,2,38,4,4,0,81,0
38344,2034991,HR,Master's & above,f,1,53,3,13,0,49,0
38345,2034992,Operations,Bachelor's,m,1,33,5,7,1,55,1
38346,2034993,Procurement,Master's & above,m,1,36,3,10,0,71,0
38347,2034994,Operations,Bachelor's,m,1,41,3,6,1,58,0
38348,2034995,Technology,Below Secondary,f,1,25,4,2,1,78,0
38349,2034996,Sales & Marketing,Bachelor's,m,1,49,5,20,0,46,0
38350,2034997,Operations,Bachelor's,f,1,29,3,3,0,60,0
38351,2034998,Finance,Master's & above,m,1,33,4,6,0,63,0
38352,2034999,Analytics,Bachelor's,m,2,35,2,6,0,83,0
38353,2035000,Sales & Marketing,Bachelor's,m,1,32,4,7,0,52,0
38354,2035001,Technology,Bachelor's,m,1,29,5,4,1,77,0
38355,2035002,Finance,Below Secondary,f,1,24,4,2,0,59,0
38357,2035003,Sales & Marketing,Master's & above,m,1,39,2,8,0,50,0
38358,2035004,Sales & Marketing,Bachelor's,m,2,30,3,3,0,52,0
38360,2035005,Sales & Marketing,Master's & above,m,1,32,1,7,0,52,0
38361,2035006,Procurement,Bachelor's,m,1,31,4,6,0,72,0
38362,2035007,Technology,Master's & above,m,1,37,3,10,0,80,0
38363,2035008,Procurement,Bachelor's,m,1,42,2,3,0,75,0
38364,2035009,Operations,Bachelor's,m,2,30,3,5,0,60,0
38366,2035010,Sales & Marketing,Bachelor's,m,3,34,4,9,0,50,0
38367,2035011,Operations,Master's & above,m,2,34,4,2,0,61,0
38368,2035012,Sales & Marketing,Bachelor's,m,1,39,4,3,0,46,0
38370,2035013,Procurement,Bachelor's,f,1,33,5,4,1,66,0
38372,2035014,Analytics,Master's & above,m,2,42,3,5,0,84,0
38374,2035015,Operations,Master's & above,f,1,32,3,8,0,58,0
38375,2035016,Operations,Bachelor's,m,1,43,5,6,0,60,0
38378,2035017,Sales & Marketing,Master's & above,m,1,36,2,4,0,49,0
38379,2035018,Finance,Bachelor's,f,2,29,2,9,0,61,0
38381,2035019,Technology,Below Secondary,m,1,25,3,2,0,77,0
38382,2035020,Procurement,Bachelor's,m,1,45,4,7,1,70,0
38383,2035021,Analytics,Bachelor's,m,2,35,3,3,0,85,0
38384,2035022,Technology,Bachelor's,f,1,29,1,3,0,81,0
38385,2035023,Sales & Marketing,Bachelor's,m,1,30,4,3,0,51,0
38386,2035024,Sales & Marketing,Bachelor's,m,1,38,3,10,0,52,0
38387,2035025,HR,Master's & above,f,1,39,3,7,0,46,0
38388,2035026,Operations,Bachelor's,f,1,47,3,17,0,61,0
38389,2035027,Procurement,Bachelor's,f,1,36,5,3,1,71,1
38391,2035028,Technology,Bachelor's,f,3,29,5,2,1,81,0
38392,2035029,Technology,Bachelor's,m,1,49,3,23,0,77,0
38393,2035030,Technology,Bachelor's,m,1,38,3,11,0,81,0
38394,2035031,Operations,Master's & above,f,1,33,5,10,0,75,1
38396,2035032,Analytics,Bachelor's,f,2,26,5,2,0,87,0
38397,2035033,Finance,Bachelor's,m,1,27,3,3,0,58,0
38398,2035034,Operations,Bachelor's,m,3,22,3,1,0,60,0
38399,2035035,Technology,Master's & above,m,1,42,3,6,0,79,0
38400,2035036,Operations,Master's & above,m,1,39,5,4,1,59,0
38401,2035037,Operations,Bachelor's,m,1,50,5,9,0,61,0
38402,2035038,Technology,Bachelor's,f,3,31,3,5,0,82,0
38404,2035039,HR,Master's & above,f,1,60,3,32,0,48,0
38405,2035040,Sales & Marketing,Bachelor's,m,1,32,5,5,1,51,0
38406,2035041,Technology,Bachelor's,f,1,37,3,10,0,83,0
38407,2035042,Sales & Marketing,Master's & above,m,1,31,1,3,0,46,0
38409,2035043,Finance,Bachelor's,m,1,36,4,5,1,58,0
38410,2035044,Sales & Marketing,Bachelor's,m,1,22,3,2,0,53,0
38411,2035045,Sales & Marketing,Bachelor's,m,2,33,5,5,1,52,0
38412,2035046,Operations,Master's & above,m,1,45,3,4,1,59,1
38413,2035047,R&D,Master's & above,m,1,35,3,4,0,83,0
38414,2035048,Sales & Marketing,Bachelor's,m,1,40,2,4,0,51,0
38416,2035049,Analytics,Bachelor's,m,1,30,3,4,1,81,0
